topk,run,test nodes,fault coverage,node_coverage(%),avg_rmse,max_rmse,escaped_nodes,escaped_faults
450,105,90,65.00,84.44,0.0000,0.0000,14,63
450,106,90,71.11,93.33,0.0000,0.0000,6,52
450,107,90,67.78,90.00,0.0000,0.0000,9,58
450,108,90,60.56,84.44,0.0000,0.0000,14,71
450,109,90,65.56,87.78,0.0000,0.0000,11,62
450,11,90,62.78,90.00,0.0000,0.0000,9,67
450,110,90,68.33,90.00,0.0000,0.0000,9,57
450,111,90,66.11,92.22,0.0000,0.0000,7,61
450,112,90,58.33,81.11,0.0000,0.0000,17,75
450,113,90,67.78,87.78,0.0000,0.0000,11,58
450,114,90,57.78,84.44,0.0000,0.0000,14,76
450,115,90,66.11,92.22,0.0000,0.0000,7,61
450,116,90,58.89,87.78,0.0000,0.0000,11,74
450,117,90,67.22,91.11,0.0000,0.0000,8,59
450,118,90,66.67,92.22,0.0000,0.0000,7,60
450,119,90,67.22,87.78,0.0000,0.0000,11,59
450,12,90,67.22,90.00,0.0000,0.0000,9,59
450,120,90,68.89,92.22,0.0000,0.0000,7,56
450,121,90,66.11,85.56,0.0000,0.0000,13,61
450,122,90,66.11,90.00,0.0000,0.0000,9,61
450,123,90,70.00,95.56,0.0000,0.0000,4,54
450,124,90,70.56,90.00,0.0000,0.0000,9,53
450,125,90,68.33,91.11,0.0000,0.0000,8,57
450,126,90,63.33,84.44,0.0000,0.0000,14,66
450,127,90,69.44,93.33,0.0000,0.0000,6,55
450,128,90,68.89,92.22,0.0000,0.0000,7,56
450,129,90,64.44,90.00,0.0000,0.0000,9,64
450,13,90,67.22,88.89,0.0000,0.0000,10,59
450,130,90,66.11,90.00,0.0000,0.0000,9,61
450,131,90,67.22,91.11,0.0000,0.0000,8,59
450,132,90,59.44,84.44,0.0000,0.0000,14,73
450,133,90,64.44,87.78,0.0000,0.0000,11,64
450,134,90,68.89,94.44,0.0000,0.0000,5,56
450,135,90,64.44,91.11,0.0000,0.0000,8,64
450,136,90,64.44,91.11,0.0000,0.0000,8,64
450,137,90,66.11,90.00,0.0000,0.0000,9,61
450,138,90,65.56,94.44,0.0000,0.0000,5,62
450,139,90,67.22,91.11,0.0000,0.0000,8,59
450,14,90,62.22,87.78,0.0000,0.0000,11,68
450,140,90,53.33,81.11,0.0000,0.0000,17,84
450,141,90,64.44,87.78,0.0000,0.0000,11,64
450,142,90,60.56,86.67,0.0000,0.0000,12,71
450,143,90,70.56,93.33,0.0000,0.0000,6,53
450,144,90,67.22,86.67,0.0000,0.0000,12,59
450,145,90,69.44,93.33,0.0000,0.0000,6,55
450,146,90,65.00,86.67,0.0000,0.0000,12,63
450,147,90,56.67,83.33,0.0000,0.0000,15,78
450,148,90,63.33,85.56,0.0000,0.0000,13,66
450,149,90,66.67,91.11,0.0000,0.0000,8,60
450,15,90,61.67,78.89,0.0000,0.0000,19,69
450,150,90,62.78,87.78,0.0000,0.0000,11,67
450,151,90,66.67,91.11,0.0000,0.0000,8,60
450,152,90,65.56,90.00,0.0000,0.0000,9,62
450,153,90,68.89,90.00,0.0000,0.0000,9,56
450,154,90,69.44,91.11,0.0000,0.0000,8,55
450,155,90,68.89,88.89,0.0000,0.0000,10,56
450,156,90,63.33,80.00,0.0000,0.0000,18,66
450,157,90,66.67,93.33,0.0000,0.0000,6,60
450,158,90,63.33,87.78,0.0000,0.0000,11,66
450,159,90,67.78,86.67,0.0000,0.0000,12,58
450,16,90,65.56,87.78,0.0000,0.0000,11,62
450,160,90,57.22,84.44,0.0000,0.0000,14,77
450,161,90,67.78,88.89,0.0000,0.0000,10,58
450,162,90,67.22,90.00,0.0000,0.0000,9,59
450,163,90,66.67,90.00,0.0000,0.0000,9,60
450,164,90,67.22,88.89,0.0000,0.0000,10,59
450,165,90,58.89,82.22,0.0000,0.0000,16,74
450,166,90,61.67,85.56,0.0000,0.0000,13,69
450,167,90,68.33,85.56,0.0000,0.0000,13,57
450,168,90,62.78,84.44,0.0000,0.0000,14,67
450,169,90,68.89,91.11,0.0000,0.0000,8,56
450,17,90,68.89,93.33,0.0000,0.0000,6,56
450,170,90,65.56,90.00,0.0000,0.0000,9,62
450,171,90,62.78,83.33,0.0000,0.0000,15,67
450,172,90,62.22,87.78,0.0000,0.0000,11,68
450,173,90,63.33,88.89,0.0000,0.0000,10,66
450,174,90,69.44,94.44,0.0000,0.0000,5,55
450,175,90,63.89,86.67,0.0000,0.0000,12,65
450,176,90,64.44,86.67,0.0000,0.0000,12,64
450,177,90,65.00,87.78,0.0000,0.0000,11,63
450,178,90,69.44,91.11,0.0000,0.0000,8,55
450,179,90,57.22,81.11,0.0000,0.0000,17,77
450,18,90,67.78,90.00,0.0000,0.0000,9,58
450,180,90,73.33,95.56,0.0000,0.0000,4,48
450,181,90,63.33,83.33,0.0000,0.0000,15,66
450,182,90,61.11,82.22,0.0000,0.0000,16,70
450,183,90,67.78,91.11,0.0000,0.0000,8,58
450,184,90,61.67,87.78,0.0000,0.0000,11,69
450,185,90,63.33,88.89,0.0000,0.0000,10,66
450,186,90,67.78,88.89,0.0000,0.0000,10,58
450,187,90,63.89,84.44,0.0000,0.0000,14,65
450,188,90,60.00,80.00,0.0000,0.0000,18,72
450,189,90,55.00,77.78,0.0000,0.0000,20,81
450,19,90,64.44,82.22,0.0000,0.0000,16,64
450,190,90,68.89,91.11,0.0000,0.0000,8,56
450,191,90,68.33,93.33,0.0000,0.0000,6,57
450,192,90,60.56,84.44,0.0000,0.0000,14,71
450,193,90,67.78,91.11,0.0000,0.0000,8,58
450,194,90,68.33,93.33,0.0000,0.0000,6,57
450,195,90,61.11,88.89,0.0000,0.0000,10,70
450,196,90,70.00,91.11,0.0000,0.0000,8,54
450,197,90,63.33,86.67,0.0000,0.0000,12,66
450,198,90,62.22,82.22,0.0000,0.0000,16,68
450,199,90,70.00,92.22,0.0000,0.0000,7,54
450,2,90,66.11,92.22,0.0000,0.0000,7,61
450,20,90,66.11,90.00,0.0000,0.0000,9,61
450,200,90,67.22,91.11,0.0000,0.0000,8,59
450,21,90,64.44,85.56,0.0000,0.0000,13,64
450,22,90,64.44,87.78,0.0000,0.0000,11,64
450,23,90,62.22,87.78,0.0000,0.0000,11,68
450,24,90,61.11,80.00,0.0000,0.0000,18,70
450,25,90,65.00,90.00,0.0000,0.0000,9,63
450,26,90,69.44,88.89,0.0000,0.0000,10,55
450,27,90,67.78,93.33,0.0000,0.0000,6,58
450,28,90,65.00,86.67,0.0000,0.0000,12,63
450,29,90,68.89,88.89,0.0000,0.0000,10,56
450,3,90,72.22,94.44,0.0000,0.0000,5,50
450,30,90,70.00,88.89,0.0000,0.0000,10,54
450,31,90,64.44,83.33,0.0000,0.0000,15,64
450,32,90,66.11,88.89,0.0000,0.0000,10,61
450,33,90,67.22,90.00,0.0000,0.0000,9,59
450,34,90,63.89,84.44,0.0000,0.0000,14,65
450,35,90,60.00,78.89,0.0000,0.0000,19,72
450,36,90,67.78,90.00,0.0000,0.0000,9,58
450,37,90,65.00,85.56,0.0000,0.0000,13,63
450,38,90,67.78,88.89,0.0000,0.0000,10,58
450,39,90,67.78,92.22,0.0000,0.0000,7,58
450,4,90,58.89,85.56,0.0000,0.0000,13,74
450,40,90,69.44,92.22,0.0000,0.0000,7,55
450,41,90,59.44,85.56,0.0000,0.0000,13,73
450,42,90,63.33,90.00,0.0000,0.0000,9,66
450,43,90,57.22,81.11,0.0000,0.0000,17,77
450,44,90,64.44,84.44,0.0000,0.0000,14,64
450,45,90,66.67,87.78,0.0000,0.0000,11,60
450,46,90,65.56,91.11,0.0000,0.0000,8,62
450,47,90,65.00,88.89,0.0000,0.0000,10,63
450,48,90,65.56,91.11,0.0000,0.0000,8,62
450,49,90,58.89,84.44,0.0000,0.0000,14,74
450,5,90,69.44,95.56,0.0000,0.0000,4,55
450,50,90,63.89,86.67,0.0000,0.0000,12,65
450,51,90,65.00,90.00,0.0000,0.0000,9,63
450,52,90,65.00,90.00,0.0000,0.0000,9,63
450,53,90,65.56,87.78,0.0000,0.0000,11,62
450,54,90,65.00,92.22,0.0000,0.0000,7,63
450,55,90,65.56,86.67,0.0000,0.0000,12,62
450,56,90,61.67,90.00,0.0000,0.0000,9,69
450,57,90,61.67,81.11,0.0000,0.0000,17,69
450,58,90,62.78,86.67,0.0000,0.0000,12,67
450,59,90,57.78,81.11,0.0000,0.0000,17,76
450,6,90,68.33,92.22,0.0000,0.0000,7,57
450,60,90,55.56,80.00,0.0000,0.0000,18,80
450,61,90,69.44,91.11,0.0000,0.0000,8,55
450,62,90,66.67,88.89,0.0000,0.0000,10,60
450,63,90,63.89,86.67,0.0000,0.0000,12,65
450,64,90,61.11,84.44,0.0000,0.0000,14,70
450,65,90,70.00,95.56,0.0000,0.0000,4,54
450,66,90,67.78,90.00,0.0000,0.0000,9,58
450,67,90,70.00,93.33,0.0000,0.0000,6,54
450,68,90,67.78,92.22,0.0000,0.0000,7,58
450,69,90,67.22,92.22,0.0000,0.0000,7,59
450,7,90,62.78,82.22,0.0000,0.0000,16,67
450,70,90,62.22,88.89,0.0000,0.0000,10,68
450,71,90,68.89,92.22,0.0000,0.0000,7,56
450,72,90,65.56,90.00,0.0000,0.0000,9,62
450,73,90,70.00,87.78,0.0000,0.0000,11,54
450,74,90,70.00,92.22,0.0000,0.0000,7,54
450,75,90,68.89,88.89,0.0000,0.0000,10,56
450,76,90,56.11,85.56,0.0000,0.0000,13,79
450,77,90,71.67,95.56,0.0000,0.0000,4,51
450,78,90,69.44,93.33,0.0000,0.0000,6,55
450,79,90,62.22,85.56,0.0000,0.0000,13,68
450,8,90,67.78,88.89,0.0000,0.0000,10,58
450,80,90,66.11,92.22,0.0000,0.0000,7,61
450,81,90,63.33,87.78,0.0000,0.0000,11,66
450,82,90,60.56,86.67,0.0000,0.0000,12,71
450,83,90,60.56,83.33,0.0000,0.0000,15,71
450,84,90,58.33,83.33,0.0000,0.0000,15,75
450,85,90,60.00,80.00,0.0000,0.0000,18,72
450,86,90,67.22,91.11,0.0000,0.0000,8,59
450,87,90,70.56,94.44,0.0000,0.0000,5,53
450,88,90,63.33,86.67,0.0000,0.0000,12,66
450,89,90,65.00,92.22,0.0000,0.0000,7,63
450,9,90,65.00,91.11,0.0000,0.0000,8,63
450,90,90,61.11,86.67,0.0000,0.0000,12,70
450,91,90,62.22,91.11,0.0000,0.0000,8,68
450,92,90,69.44,90.00,0.0000,0.0000,9,55
450,93,90,67.22,94.44,0.0000,0.0000,5,59
450,94,90,66.67,90.00,0.0000,0.0000,9,60
450,95,90,66.11,87.78,0.0000,0.0000,11,61
450,96,90,69.44,91.11,0.0000,0.0000,8,55
450,97,90,65.56,91.11,0.0000,0.0000,8,62
450,98,90,68.89,90.00,0.0000,0.0000,9,56
450,99,90,72.22,94.44,0.0000,0.0000,5,50
500,1,100,63.50,87.00,0.0000,0.0000,13,73
500,10,100,63.00,90.00,0.0000,0.0000,10,74
500,100,100,70.00,92.00,0.0000,0.0000,8,60
500,101,100,62.50,85.00,0.0000,0.0000,15,75
500,102,100,67.50,93.00,0.0000,0.0000,7,65
500,103,100,65.50,90.00,0.0000,0.0000,10,69
500,104,100,67.50,93.00,0.0000,0.0000,7,65
500,105,100,70.00,95.00,0.0000,0.0000,5,60
500,106,100,63.50,88.00,0.0000,0.0000,12,73
500,107,100,67.50,95.00,0.0000,0.0000,5,65
500,108,100,59.00,82.00,0.0000,0.0000,18,82
500,109,100,57.50,81.00,0.0000,0.0000,19,85
500,11,100,55.50,81.00,0.0000,0.0000,19,89
500,110,100,69.00,90.00,0.0000,0.0000,10,62
500,111,100,56.50,82.00,0.0000,0.0000,18,87
500,112,100,59.50,88.00,0.0000,0.0000,12,81
500,113,100,66.00,89.00,0.0000,0.0000,11,68
500,114,100,64.50,86.00,0.0000,0.0000,14,71
500,115,100,63.50,88.00,0.0000,0.0000,12,73
500,116,100,64.50,91.00,0.0000,0.0000,9,71
500,117,100,61.50,88.00,0.0000,0.0000,12,77
500,118,100,68.50,89.00,0.0000,0.0000,11,63
500,119,100,66.50,92.00,0.0000,0.0000,8,67
500,12,100,62.50,87.00,0.0000,0.0000,13,75
500,120,100,68.50,91.00,0.0000,0.0000,9,63
500,121,100,60.00,79.00,0.0000,0.0000,21,80
500,122,100,67.00,91.00,0.0000,0.0000,9,66
500,123,100,63.50,90.00,0.0000,0.0000,10,73
500,124,100,63.00,90.00,0.0000,0.0000,10,74
500,125,100,62.00,89.00,0.0000,0.0000,11,76
500,126,100,65.00,84.00,0.0000,0.0000,16,70
500,127,100,58.50,84.00,0.0000,0.0000,16,83
500,128,100,68.00,89.00,0.0000,0.0000,11,64
500,129,100,70.00,92.00,0.0000,0.0000,8,60
500,13,100,62.00,81.00,0.0000,0.0000,19,76
500,130,100,62.00,86.00,0.0000,0.0000,14,76
500,131,100,69.00,90.00,0.0000,0.0000,10,62
500,132,100,63.50,88.00,0.0000,0.0000,12,73
500,133,100,65.00,90.00,0.0000,0.0000,10,70
500,134,100,63.00,84.00,0.0000,0.0000,16,74
500,135,100,66.50,92.00,0.0000,0.0000,8,67
500,136,100,56.00,81.00,0.0000,0.0000,19,88
500,137,100,59.50,84.00,0.0000,0.0000,16,81
500,138,100,65.50,90.00,0.0000,0.0000,10,69
500,139,100,64.50,86.00,0.0000,0.0000,14,71
500,14,100,60.00,83.00,0.0000,0.0000,17,80
500,140,100,61.00,88.00,0.0000,0.0000,12,78
500,141,100,64.00,90.00,0.0000,0.0000,10,72
500,142,100,63.50,86.00,0.0000,0.0000,14,73
500,143,100,68.50,92.00,0.0000,0.0000,8,63
500,144,100,66.00,91.00,0.0000,0.0000,9,68
500,145,100,63.00,88.00,0.0000,0.0000,12,74
500,146,100,62.00,85.00,0.0000,0.0000,15,76
500,147,100,66.00,91.00,0.0000,0.0000,9,68
500,148,100,63.50,85.00,0.0000,0.0000,15,73
500,149,100,59.00,84.00,0.0000,0.0000,16,82
500,15,100,66.50,89.00,0.0000,0.0000,11,67
500,150,100,69.00,91.00,0.0000,0.0000,9,62
500,151,100,63.00,92.00,0.0000,0.0000,8,74
500,152,100,64.00,84.00,0.0000,0.0000,16,72
500,153,100,69.00,91.00,0.0000,0.0000,9,62
500,154,100,63.00,90.00,0.0000,0.0000,10,74
500,155,100,64.00,85.00,0.0000,0.0000,15,72
500,156,100,64.50,88.00,0.0000,0.0000,12,71
500,157,100,67.50,88.00,0.0000,0.0000,12,65
500,158,100,69.00,94.00,0.0000,0.0000,6,62
500,159,100,67.50,90.00,0.0000,0.0000,10,65
500,16,100,66.00,90.00,0.0000,0.0000,10,68
500,160,100,72.00,93.00,0.0000,0.0000,7,56
500,161,100,70.50,92.00,0.0000,0.0000,8,59
500,162,100,69.50,94.00,0.0000,0.0000,6,61
500,163,100,66.50,90.00,0.0000,0.0000,10,67
500,164,100,61.50,86.00,0.0000,0.0000,14,77
500,165,100,61.00,87.00,0.0000,0.0000,13,78
500,166,100,68.50,91.00,0.0000,0.0000,9,63
500,167,100,64.50,90.00,0.0000,0.0000,10,71
500,168,100,64.50,87.00,0.0000,0.0000,13,71
500,169,100,59.50,84.00,0.0000,0.0000,16,81
500,17,100,58.50,82.00,0.0000,0.0000,18,83
500,170,100,66.00,89.00,0.0000,0.0000,11,68
500,171,100,63.00,87.00,0.0000,0.0000,13,74
500,172,100,62.50,88.00,0.0000,0.0000,12,75
500,173,100,68.00,91.00,0.0000,0.0000,9,64
500,174,100,63.00,91.00,0.0000,0.0000,9,74
500,175,100,67.50,90.00,0.0000,0.0000,10,65
500,176,100,66.50,89.00,0.0000,0.0000,11,67
500,177,100,62.00,85.00,0.0000,0.0000,15,76
500,178,100,66.00,90.00,0.0000,0.0000,10,68
500,179,100,67.00,87.00,0.0000,0.0000,13,66
500,18,100,67.00,87.00,0.0000,0.0000,13,66
500,180,100,59.50,80.00,0.0000,0.0000,20,81
500,181,100,70.00,94.00,0.0000,0.0000,6,60
500,182,100,62.00,85.00,0.0000,0.0000,15,76
500,183,100,71.50,93.00,0.0000,0.0000,7,57
500,184,100,59.00,82.00,0.0000,0.0000,18,82
500,185,100,61.50,81.00,0.0000,0.0000,19,77
500,186,100,70.00,93.00,0.0000,0.0000,7,60
500,187,100,65.50,86.00,0.0000,0.0000,14,69
500,188,100,68.00,91.00,0.0000,0.0000,9,64
500,189,100,57.50,80.00,0.0000,0.0000,20,85
500,19,100,65.00,90.00,0.0000,0.0000,10,70
500,190,100,69.00,92.00,0.0000,0.0000,8,62
500,191,100,63.50,86.00,0.0000,0.0000,14,73
500,192,100,60.00,86.00,0.0000,0.0000,14,80
500,193,100,65.50,91.00,0.0000,0.0000,9,69
500,194,100,66.00,87.00,0.0000,0.0000,13,68
500,195,100,59.00,87.00,0.0000,0.0000,13,82
500,196,100,64.00,87.00,0.0000,0.0000,13,72
500,197,100,58.50,87.00,0.0000,0.0000,13,83
500,198,100,67.50,90.00,0.0000,0.0000,10,65
500,199,100,67.00,90.00,0.0000,0.0000,10,66
500,2,100,63.00,86.00,0.0000,0.0000,14,74
500,20,100,52.50,78.00,0.0000,0.0000,22,95
500,200,100,67.00,89.00,0.0000,0.0000,11,66
500,21,100,68.50,90.00,0.0000,0.0000,10,63
500,22,100,54.50,81.00,0.0000,0.0000,19,91
500,23,100,69.50,94.00,0.0000,0.0000,6,61
500,24,100,68.00,90.00,0.0000,0.0000,10,64
500,25,100,72.00,97.00,0.0000,0.0000,3,56
500,26,100,59.00,79.00,0.0000,0.0000,21,82
500,27,100,57.50,80.00,0.0000,0.0000,20,85
500,28,100,64.00,84.00,0.0000,0.0000,16,72
500,29,100,68.00,90.00,0.0000,0.0000,10,64
500,3,100,66.00,88.00,0.0000,0.0000,12,68
500,30,100,58.00,84.00,0.0000,0.0000,16,84
500,31,100,65.50,87.00,0.0000,0.0000,13,69
500,32,100,63.00,87.00,0.0000,0.0000,13,74
500,33,100,65.00,87.00,0.0000,0.0000,13,70
500,34,100,62.00,86.00,0.0000,0.0000,14,76
500,35,100,67.50,91.00,0.0000,0.0000,9,65
500,36,100,65.50,89.00,0.0000,0.0000,11,69
500,37,100,65.00,86.00,0.0000,0.0000,14,70
500,38,100,65.50,90.00,0.0000,0.0000,10,69
500,39,100,63.50,88.00,0.0000,0.0000,12,73
500,4,100,68.00,86.00,0.0000,0.0000,14,64
500,40,100,66.00,87.00,0.0000,0.0000,13,68
500,41,100,66.50,88.00,0.0000,0.0000,12,67
500,42,100,67.00,90.00,0.0000,0.0000,10,66
500,43,100,67.00,92.00,0.0000,0.0000,8,66
500,44,100,62.50,81.00,0.0000,0.0000,19,75
500,45,100,62.00,80.00,0.0000,0.0000,20,76
500,46,100,61.00,84.00,0.0000,0.0000,16,78
500,47,100,62.00,84.00,0.0000,0.0000,16,76
500,48,100,62.00,86.00,0.0000,0.0000,14,76
500,49,100,56.50,83.00,0.0000,0.0000,17,87
500,5,100,67.00,90.00,0.0000,0.0000,10,66
500,50,100,67.50,91.00,0.0000,0.0000,9,65
500,51,100,61.50,86.00,0.0000,0.0000,14,77
500,52,100,65.50,88.00,0.0000,0.0000,12,69
500,53,100,67.50,89.00,0.0000,0.0000,11,65
500,54,100,67.00,90.00,0.0000,0.0000,10,66
500,55,100,56.00,83.00,0.0000,0.0000,17,88
500,56,100,61.50,84.00,0.0000,0.0000,16,77
500,57,100,59.00,84.00,0.0000,0.0000,16,82
500,58,100,64.00,91.00,0.0000,0.0000,9,72
500,59,100,61.50,87.00,0.0000,0.0000,13,77
500,6,100,60.00,81.00,0.0000,0.0000,19,80
500,60,100,68.00,92.00,0.0000,0.0000,8,64
500,61,100,63.00,90.00,0.0000,0.0000,10,74
500,62,100,68.00,94.00,0.0000,0.0000,6,64
500,63,100,61.50,88.00,0.0000,0.0000,12,77
500,64,100,59.00,86.00,0.0000,0.0000,14,82
500,65,100,62.00,86.00,0.0000,0.0000,14,76
500,66,100,64.50,89.00,0.0000,0.0000,11,71
500,67,100,67.50,90.00,0.0000,0.0000,10,65
500,68,100,67.00,91.00,0.0000,0.0000,9,66
500,69,100,67.50,89.00,0.0000,0.0000,11,65
500,7,100,65.00,90.00,0.0000,0.0000,10,70
500,70,100,57.00,78.00,0.0000,0.0000,22,86
500,71,100,62.50,90.00,0.0000,0.0000,10,75
500,72,100,57.50,82.00,0.0000,0.0000,18,85
500,73,100,62.00,83.00,0.0000,0.0000,17,76
500,74,100,65.00,87.00,0.0000,0.0000,13,70
500,75,100,63.00,88.00,0.0000,0.0000,12,74
500,76,100,67.00,88.00,0.0000,0.0000,12,66
500,77,100,64.50,88.00,0.0000,0.0000,12,71
500,78,100,64.50,87.00,0.0000,0.0000,13,71
500,79,100,67.00,90.00,0.0000,0.0000,10,66
500,8,100,65.00,84.00,0.0000,0.0000,16,70
500,80,100,67.00,91.00,0.0000,0.0000,9,66
500,81,100,64.00,88.00,0.0000,0.0000,12,72
500,82,100,68.00,90.00,0.0000,0.0000,10,64
500,83,100,69.50,91.00,0.0000,0.0000,9,61
500,84,100,66.00,90.00,0.0000,0.0000,10,68
500,85,100,60.00,84.00,0.0000,0.0000,16,80
500,86,100,63.50,84.00,0.0000,0.0000,16,73
500,87,100,67.00,93.00,0.0000,0.0000,7,66
500,88,100,65.50,86.00,0.0000,0.0000,14,69
500,89,100,66.00,89.00,0.0000,0.0000,11,68
500,9,100,65.50,88.00,0.0000,0.0000,12,69
500,90,100,68.00,90.00,0.0000,0.0000,10,64
500,91,100,67.00,93.00,0.0000,0.0000,7,66
500,92,100,68.50,95.00,0.0000,0.0000,5,63
500,93,100,68.00,89.00,0.0000,0.0000,11,64
500,94,100,67.50,89.00,0.0000,0.0000,11,65
500,95,100,66.50,90.00,0.0000,0.0000,10,67
500,96,100,62.50,84.00,0.0000,0.0000,16,75
500,97,100,64.00,83.00,0.0000,0.0000,17,72
500,98,100,65.00,91.00,0.0000,0.0000,9,70
500,99,100,69.00,93.00,0.0000,0.0000,7,62
550,1,110,63.18,87.27,0.0000,0.0000,14,81
550,10,110,60.00,85.45,0.0000,0.0000,16,88
550,100,110,65.91,88.18,0.0000,0.0000,13,75
550,101,110,65.45,90.91,0.0000,0.0000,10,76
550,102,110,61.36,80.91,0.0000,0.0000,21,85
550,103,110,62.73,89.09,0.0000,0.0000,12,82
550,104,110,63.64,86.36,0.0000,0.0000,15,80
550,105,110,68.64,91.82,0.0000,0.0000,9,69
550,106,110,60.91,80.00,0.0000,0.0000,22,86
550,107,110,66.36,90.00,0.0000,0.0000,11,74
550,108,110,65.45,86.36,0.0000,0.0000,15,76
550,109,110,66.82,89.09,0.0000,0.0000,12,73
550,11,110,63.64,83.64,0.0000,0.0000,18,80
550,110,110,65.00,87.27,0.0000,0.0000,14,77
550,111,110,60.00,84.55,0.0000,0.0000,17,88
550,112,110,57.27,83.64,0.0000,0.0000,18,94
550,113,110,66.82,88.18,0.0000,0.0000,13,73
550,114,110,61.36,84.55,0.0000,0.0000,17,85
550,115,110,56.82,80.91,0.0000,0.0000,21,95
550,116,110,60.00,90.00,0.0000,0.0000,11,88
550,117,110,60.45,86.36,0.0000,0.0000,15,87
550,118,110,60.00,85.45,0.0000,0.0000,16,88
550,119,110,65.45,90.00,0.0000,0.0000,11,76
550,12,110,65.91,90.00,0.0000,0.0000,11,75
550,120,110,60.00,78.18,0.0000,0.0000,24,88
550,121,110,63.64,82.73,0.0000,0.0000,19,80
550,122,110,63.64,89.09,0.0000,0.0000,12,80
550,123,110,65.00,89.09,0.0000,0.0000,12,77
550,124,110,67.73,91.82,0.0000,0.0000,9,71
550,125,110,62.73,84.55,0.0000,0.0000,17,82
550,126,110,58.18,77.27,0.0000,0.0000,25,92
550,127,110,69.09,90.91,0.0000,0.0000,10,68
550,128,110,64.09,88.18,0.0000,0.0000,13,79
550,129,110,68.64,90.00,0.0000,0.0000,11,69
550,13,110,61.82,85.45,0.0000,0.0000,16,84
550,130,110,70.00,90.91,0.0000,0.0000,10,66
550,131,110,65.00,90.00,0.0000,0.0000,11,77
550,132,110,56.82,81.82,0.0000,0.0000,20,95
550,133,110,65.45,88.18,0.0000,0.0000,13,76
550,134,110,64.55,91.82,0.0000,0.0000,9,78
550,135,110,62.73,88.18,0.0000,0.0000,13,82
550,136,110,67.73,90.00,0.0000,0.0000,11,71
550,137,110,64.55,90.91,0.0000,0.0000,10,78
550,138,110,64.09,90.00,0.0000,0.0000,11,79
550,139,110,61.82,88.18,0.0000,0.0000,13,84
550,14,110,62.73,87.27,0.0000,0.0000,14,82
550,140,110,64.55,84.55,0.0000,0.0000,17,78
550,141,110,54.09,82.73,0.0000,0.0000,19,101
550,142,110,59.09,83.64,0.0000,0.0000,18,90
550,143,110,63.64,87.27,0.0000,0.0000,14,80
550,144,110,64.55,90.91,0.0000,0.0000,10,78
550,145,110,64.55,90.00,0.0000,0.0000,11,78
550,146,110,64.55,88.18,0.0000,0.0000,13,78
550,147,110,66.36,90.00,0.0000,0.0000,11,74
550,148,110,61.82,85.45,0.0000,0.0000,16,84
550,149,110,63.18,85.45,0.0000,0.0000,16,81
550,15,110,65.45,87.27,0.0000,0.0000,14,76
550,150,110,63.64,88.18,0.0000,0.0000,13,80
550,151,110,53.18,81.82,0.0000,0.0000,20,103
550,152,110,65.91,89.09,0.0000,0.0000,12,75
550,153,110,65.91,91.82,0.0000,0.0000,9,75
550,154,110,65.00,85.45,0.0000,0.0000,16,77
550,155,110,61.82,88.18,0.0000,0.0000,13,84
550,156,110,61.82,81.82,0.0000,0.0000,20,84
550,157,110,61.36,84.55,0.0000,0.0000,17,85
550,158,110,68.18,90.00,0.0000,0.0000,11,70
550,159,110,65.00,87.27,0.0000,0.0000,14,77
550,16,110,61.82,83.64,0.0000,0.0000,18,84
550,160,110,65.45,90.00,0.0000,0.0000,11,76
550,161,110,63.64,89.09,0.0000,0.0000,12,80
550,162,110,62.27,87.27,0.0000,0.0000,14,83
550,163,110,63.18,91.82,0.0000,0.0000,9,81
550,164,110,62.27,85.45,0.0000,0.0000,16,83
550,165,110,63.18,89.09,0.0000,0.0000,12,81
550,166,110,66.36,92.73,0.0000,0.0000,8,74
550,167,110,69.55,90.91,0.0000,0.0000,10,67
550,168,110,69.09,95.45,0.0000,0.0000,5,68
550,169,110,60.91,87.27,0.0000,0.0000,14,86
550,17,110,62.73,89.09,0.0000,0.0000,12,82
550,170,110,67.27,91.82,0.0000,0.0000,9,72
550,171,110,65.00,88.18,0.0000,0.0000,13,77
550,172,110,63.18,89.09,0.0000,0.0000,12,81
550,173,110,69.55,90.91,0.0000,0.0000,10,67
550,174,110,60.91,81.82,0.0000,0.0000,20,86
550,175,110,60.00,82.73,0.0000,0.0000,19,88
550,176,110,60.45,86.36,0.0000,0.0000,15,87
550,177,110,61.36,86.36,0.0000,0.0000,15,85
550,178,110,59.09,86.36,0.0000,0.0000,15,90
550,179,110,62.73,85.45,0.0000,0.0000,16,82
550,18,110,68.64,90.00,0.0000,0.0000,11,69
550,180,110,59.09,84.55,0.0000,0.0000,17,90
550,181,110,62.27,87.27,0.0000,0.0000,14,83
550,182,110,66.82,92.73,0.0000,0.0000,8,73
550,183,110,65.91,85.45,0.0000,0.0000,16,75
550,184,110,65.00,85.45,0.0000,0.0000,16,77
550,185,110,61.36,85.45,0.0000,0.0000,16,85
550,186,110,61.82,89.09,0.0000,0.0000,12,84
550,187,110,61.82,87.27,0.0000,0.0000,14,84
550,188,110,64.09,86.36,0.0000,0.0000,15,79
550,189,110,58.64,81.82,0.0000,0.0000,20,91
550,19,110,59.55,82.73,0.0000,0.0000,19,89
550,190,110,65.00,92.73,0.0000,0.0000,8,77
550,191,110,60.91,84.55,0.0000,0.0000,17,86
550,192,110,60.45,86.36,0.0000,0.0000,15,87
550,193,110,64.55,87.27,0.0000,0.0000,14,78
